SearchText,SearchResults,rank,match_score,duration,genre,maturity_number,UserName,UserAge,UserGender,list_id,location,request_id,row,track_id,video_id,image_key,supp_video_id,lolomo_id,maturityMisMatchEdgy,maturityMisMatchNonEdgy,titleInformationDensity,titleInformationDensityExplored,napaRequestId,appView,usePresentedEvent
Murdoch Mysteries,Jane Eyre,14,,2h,"Intimate,Emotional,Romantic",PG-13,Bengal Tiger,30,M,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,searchResults,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,0,255824129,70142825,sdp|73d0bd60-b8c5-11eb-bd64-0a11ea291e3d|en,1,unknown,False,False,,,9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199|2,boxArt,True
Murdoch Mysteries,Judy,15,,1h 58m,"Sentimental,Intimate,Emotional",PG-13,Bengal Tiger,30,M,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,searchResults,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,0,255824129,80223104,sdp|0e7508c1-ff7c-11ea-b1a0-121b1fa76e39|en,1,unknown,False,False,,,9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199|2,boxArt,True
Murdoch Mysteries,Little Women,16,,2h 14m,"Heartfelt,Period Piece,Drama",PG,Bengal Tiger,30,M,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,searchResults,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,0,255824129,81140933,sdp|aaa7f380-96fc-11ea-a747-0a86c376f437|en,1,unknown,False,False,,,9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199|2,boxArt,True
Murdoch Mysteries,Canvas,17,,9m,"Heartfelt,Emotional,Tearjerker",G,Bengal Tiger,30,M,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,searchResults,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,0,255824129,81332733,sdp|ac3d8d51-2828-11eb-a479-12a42daf4b09|en,1,unknown,False,False,,,9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199|2,boxArt,True
Murdoch Mysteries,Heartland,18,91%,14 Seasons,"Soapy,Sentimental,Heartfelt",TV-14,Bengal Tiger,30,M,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,searchResults,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,0,255824129,70171946,sdp|0d017fb1-11a9-11ec-87c4-120a1a96d13f|en,1,unknown,False,False,,,9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199|2,boxArt,True
Murdoch Mysteries,The Guernsey Literary and Potato Peel Pie Society,19,,2h 3m,"Intimate,Emotional,Romantic",TV-PG,Bengal Tiger,30,M,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,searchResults,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,0,255824129,80223371,sdp|c0fae7a0-967c-11e8-a588-0e25d7211232|en,1,unknown,False,False,,,9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199|2,boxArt,True
Murdoch Mysteries,Seinfeld,20,97%,9 Seasons,"Witty,About Nothing,Sitcom",TV-PG,Bengal Tiger,30,M,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,searchResults,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,0,255824129,70153373,sdp|b1428121-1af8-11ec-a58a-0e5de58337d9|en,1,unknown,False,False,,,9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199|2,boxArt,True
Murdoch Mysteries,Larry Crowne,21,,1h 38m,"Charming,Feel-Good,Romantic",PG-13,Bengal Tiger,30,M,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,searchResults,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,0,255824129,70157103,sdp|1939b350-c4a2-11eb-871a-1208915c3f5d|en,1,unknown,False,False,,,9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199|2,boxArt,True
Murdoch Mysteries,If Anything Happens I Love You,22,,12m,"Sentimental,Understated,Emotional",PG,Bengal Tiger,30,M,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,searchResults,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,0,255824129,81349306,sdp|3c927491-0f30-11eb-901c-0a01af3197f1|en,1,unknown,False,False,,,9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199|2,boxArt,True
Murdoch Mysteries,The Good Cop,23,,1 Season,"Witty,Heartfelt,Dramedy",TV-14,Bengal Tiger,30,M,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,searchResults,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,0,255824129,80157073,sdp|22e1f6d2-b887-11e8-a789-0ede4b6c77ba|en,1,unknown,False,False,,,9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199|2,boxArt,True
Murdoch Mysteries,Ophelia,24,,1h 46m,"Romantic,Period Piece,Drama",PG-13,Bengal Tiger,30,M,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,searchResults,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,0,255824129,81123068,sdp|a03cccb0-1aea-11ea-9ff7-0ea8ab30c000|en,1,unknown,False,False,,,9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199|2,boxArt,True
Murdoch Mysteries,The Alienist,25,,2 Seasons,"Psychological,Dark,Suspenseful",TV-MA,Bengal Tiger,30,M,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,searchResults,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,0,255824129,80149395,sdp|dfecbc61-d35b-11ea-bbfc-0a776e148093|en,1,unknown,False,False,,,9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199|2,boxArt,True
Murdoch Mysteries,Seven Years in Tibet,26,,2h 16m,"Understated,Inspiring,Faith and Spirituality",PG-13,Bengal Tiger,30,M,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,searchResults,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,0,255824129,1179053,sdp|53fbac22-66bf-11e9-9c0d-0a5fd550af46|en,1,unknown,False,False,,,9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199|2,boxArt,True
Murdoch Mysteries,The Missing,27,,2h 17m,"Suspenseful,Western,Action Thriller",R,Bengal Tiger,30,M,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,searchResults,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,0,255824129,60031276,sdp|0a5bbb30-792a-11e6-ad17-0a5950d6bba5|en,1,unknown,False,False,,,9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199|2,boxArt,True
Murdoch Mysteries,Murder Mystery,28,78%,1h 37m,"Goofy,Exciting,Mystery",PG-13,Bengal Tiger,30,M,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,searchResults,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,0,255824129,80242619,sdp|68d53f60-7747-11e9-a562-0e76943e1038|en,1,unknown,False,False,,,9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199|2,boxArt,True
Murdoch Mysteries,The Coroner,29,57%,3 Seasons,"Psychological,Dark,Mystery",TV-MA,Bengal Tiger,30,M,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,searchResults,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,0,255824129,81006773,sdp|2b83ddd1-119e-11ec-aed8-0a5b1e5d95a1|en,1,unknown,False,False,,,9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199|2,boxArt,True
Murdoch Mysteries,Blitz,30,,1h 37m,"Slick,Exciting,Action Thriller",R,Bengal Tiger,30,M,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,searchResults,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,0,255824129,70143367,sdp|e608e151-06bd-11ec-8ddc-0acd6c4fa12b|en,1,unknown,False,False,,,9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199|2,boxArt,True
Murdoch Mysteries,The Crown,31,,4 Seasons,"Intimate,Drama,Halls of Power",TV-MA,Bengal Tiger,30,M,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,searchResults,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,0,255824129,80025678,sdp|780b6dc0-08e5-11eb-b59d-0e40225fc791|en,1,unknown,False,False,,,9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199|2,boxArt,True
Murdoch Mysteries,"Ron White: If You Quit Listening, I'll Shut Up",32,,1h 3m,"Personal Storytelling,Raunchy,Witty",TV-MA,Bengal Tiger,30,M,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,searchResults,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,0,255824129,80244900,sdp|22cc1970-c820-11e8-8153-0a53ba4d3aa6|en,1,unknown,False,False,,,9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199|2,boxArt,True
Murdoch Mysteries,Hinterland,33,,3 Seasons,"Cerebral,Dark,Mystery",TV-14,Bengal Tiger,30,M,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,searchResults,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,0,255824129,70305043,sdp|61a33591-b2de-11e8-b4cf-126747d43d9e|en,1,unknown,False,False,,,9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199|2,boxArt,True
Murdoch Mysteries,Sherlock Holmes: A Game of Shadows,34,,2h 8m,"Witty,Exciting,Action Comedy",PG-13,Bengal Tiger,30,M,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,searchResults,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,0,255824129,70202148,sdp|8c640c80-ae94-11e8-b88c-0ac2b4e194b0|en,1,unknown,False,False,,,9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199|2,boxArt,True
Murdoch Mysteries,Secrets of Great British Castles,35,,2 Seasons,"Investigative,Docuseries,Royalty",TV-PG,Bengal Tiger,30,M,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,searchResults,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,0,255824129,80095866,sdp|17bbf810-db66-11e5-ab72-22000bb3ec7b|en,1,unknown,False,False,,,9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199|2,boxArt,True
Murdoch Mysteries,The Valhalla Murders,36,,1 Season,"Dark,Suspenseful,Mystery",TV-MA,Bengal Tiger,30,M,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,searchResults,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,0,255824129,81043833,sdp|92df8be0-4685-11ea-9674-0af72db1ad35|en,1,unknown,False,False,,,9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199|2,boxArt,True
Murdoch Mysteries,The Lost Husband,37,,1h 50m,"Heartfelt,Intimate,Romantic",PG-13,Bengal Tiger,30,M,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,searchResults,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,0,255824129,81176585,sdp|9b2628b0-bc7b-11ea-a3b8-0a079c937afd|en,1,unknown,False,False,,,9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199|2,boxArt,True
Murdoch Mysteries,The Hustle,38,,1h 33m,"Comedy Duo,Con Game,Friendship",PG-13,Bengal Tiger,30,M,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,searchResults,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,0,255824129,81209142,sdp|85e38a21-1dfb-11ea-9ec6-12c7cb21ee24|en,1,unknown,False,False,,,9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199|2,boxArt,True
Murdoch Mysteries,Secrets of the Saqqara Tomb,39,,1h 54m,"Understated,Investigative,Social & Cultural",TV-PG,Bengal Tiger,30,M,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,searchResults,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,0,255824129,81064069,sdp|90983a91-01eb-11eb-bece-12bde8a676fd|en,1,unknown,False,False,,,9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199|2,boxArt,True
Murdoch Mysteries,Virgin River,40,93%,3 Seasons,"Heartfelt,Intimate,Emotional",TV-14,Bengal Tiger,30,M,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,searchResults,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,0,255824129,80240027,sdp|9a50cad0-9ed9-11eb-991a-0a3980d35f9b|en,1,unknown,False,False,,,9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199|2,boxArt,True
Murdoch Mysteries,Northern Rescue,41,,1 Season,"Heartfelt,Emotional,Drama",TV-14,Bengal Tiger,30,M,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,searchResults,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,0,255824129,80202258,sdp|dc647170-20f4-11e9-b321-0abbc59f77ba|en,1,unknown,False,False,,,9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199|2,boxArt,True
Murdoch Mysteries,Young Wallander,42,70%,2 Seasons,"Suspenseful,Exciting,Mystery",TV-MA,Bengal Tiger,30,M,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,searchResults,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,0,255824129,81011098,sdp|b7bcbc21-5e8a-11ec-8215-1270d1f1e449|en,1,unknown,False,False,,,9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199|2,boxArt,True
Murdoch Mysteries,Greatest Events of WWII in Colour,43,75%,1 Season,"Riveting,Docuseries,Combat",TV-14,Bengal Tiger,30,M,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,searchResults,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,0,255824129,80989924,sdp|75b72dd0-eb9e-11e9-a690-0ae26e6379c8|en,1,unknown,False,False,,,9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199|2,boxArt,True
Murdoch Mysteries,The Adam Project,44,97%,1h 46m,"Witty,Feel-Good,Exciting",PG-13,Bengal Tiger,30,M,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,searchResults,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,0,255824129,81309354,sdp|af0c3c31-8b72-11ec-97f0-0e689002d4a3|en,1,unknown,False,False,,,9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199|2,boxArt,True
Murdoch Mysteries,Knightfall,45,58%,2 Seasons,"Violent,Period Piece,Drama",TV-MA,Bengal Tiger,30,M,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,searchResults,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,0,255824129,80161728,sdp|a2c806a0-7060-11e9-a739-12685e3b8a16|en,1,unknown,False,False,,,9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199|2,boxArt,True
Murdoch Mysteries,The Chair,46,,1 Season,"Offbeat,Dramedy,Midlife Crisis",TV-MA,Bengal Tiger,30,M,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,searchResults,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,0,255824129,81206259,sdp|67c3c141-e7f8-11eb-b7f7-0a5ab4dec875|en,1,unknown,False,False,,,9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199|2,boxArt,True
Murdoch Mysteries,The Dark Tower,47,,1h 34m,"Dark,Fantasy Movie,Action & Adventure",PG-13,Bengal Tiger,30,M,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,searchResults,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,0,255824129,80133493,sdp|4bfa39c1-5a34-11e9-b5ff-0efced58499c|en,1,unknown,False,False,,,9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199|2,boxArt,True
Murdoch Mysteries,Fracture,48,,1h 53m,"Psychological,Dark,Suspenseful",R,Bengal Tiger,30,M,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,searchResults,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,0,255824129,70058016,sdp|5bcdd400-4eac-11ec-932e-12baee2e7bbd|en,1,unknown,False,False,,,9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199|2,boxArt,True
Murdoch Mysteries,Shadow and Bone,49,78%,1 Season,"Ominous,Fantasy TV,Teen",TV-14,Bengal Tiger,30,M,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,searchResults,NAPA@@|9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199_titles/1//Murdoch Mysteries/0/0,0,255824129,80236319,sdp|394c3220-9325-11eb-bce3-1282734b952b|en,1,unknown,False,False,,,9c6eb635-600a-4212-8b01-b9c1ccbf101e-35619199|2,boxArt,True
